,lastReportTime,meterType,slaveAddr,blockId,wire,freq,p_sum,ae_tot,re_tot,session,weekend,Temperature
2286,2020-10-04 06:00:00,1.0,3.0,0.0,1.0,60.0053787878788,47476.14090909091,533616.8018181819,163989799.90954548,0,1,25.5
2287,2020-10-04 07:00:00,1.0,3.0,0.0,1.0,60.00233333333333,51608.55,534275.6883333332,171798824.57166666,2,1,26.1
2288,2020-10-04 08:00:00,1.0,3.0,0.0,1.0,59.984,44726.25454545454,534322.2490909091,167894255.4490909,2,1,28.1
2289,2020-10-04 09:00:00,1.0,3.0,0.0,1.0,59.99283333333334,52063.33333333333,534369.9816666667,168219625.81666666,2,1,30.8
2290,2020-10-04 10:00:00,1.0,3.0,0.0,1.0,60.011999999999986,44438.083333333336,534418.525,171798742.52666667,2,1,32.3
2291,2020-10-04 11:00:00,1.0,3.0,0.0,1.0,59.97866666666666,45379.86666666667,534464.47,171798736.64166668,2,1,34.0
2292,2020-10-04 12:00:00,1.0,3.0,0.0,1.0,59.975833333333334,37773.566666666666,534506.0983333333,171798737.70166665,2,1,34.7
2293,2020-10-04 13:00:00,1.0,3.0,0.0,1.0,60.00789393939393,30861.403030303027,534540.0031818182,171798748.29500002,3,1,35.7
2294,2020-10-04 14:00:00,1.0,3.0,0.0,1.0,60.01683333333334,23910.06666666667,534567.5416666667,171798723.05833334,3,1,34.6
2295,2020-10-04 15:00:00,1.0,3.0,0.0,1.0,60.00516666666666,27254.733333333337,534593.755,171798706.18,3,1,33.5
2296,2020-10-04 16:00:00,1.0,3.0,0.0,1.0,59.99583333333334,15550.173170731705,534616.9833333334,171798694.4,3,1,32.0
2297,2020-10-04 17:00:00,1.0,3.0,0.0,1.0,60.01545454545453,9376.59467849224,534624.5872727272,171798694.4,3,1,30.2
2298,2020-10-04 18:00:00,1.0,3.0,0.0,1.0,60.01283333333332,8827.851626016261,534631.0449999999,171798694.4,3,1,29.1
2299,2020-10-04 19:00:00,1.0,3.0,0.0,1.0,59.956166666666675,10396.939837398373,534638.5383333333,171798694.4,4,1,28.2
2300,2020-10-04 20:00:00,1.0,3.0,0.0,1.0,59.979499999999994,7598.728048780487,534645.9866666667,171798694.4,4,1,27.5
2301,2020-10-04 21:00:00,1.0,3.0,0.0,1.0,59.995090909090905,7110.982926829269,534652.6121212121,171798694.4,4,1,27.3
2302,2020-10-04 22:00:00,1.0,3.0,0.0,1.0,59.96233333333333,8834.071138211382,534659.6516666666,171798694.4,4,1,27.2
2303,2020-10-04 23:00:00,1.0,3.0,0.0,1.0,59.94466666666666,14921.758130081304,522631.29833333334,168219560.595,4,1,27.0
2304,2020-10-05 00:00:00,1.0,3.0,0.0,1.0,60.00816666666667,68014.94999999998,534710.2466666667,164640597.43666667,1,0,22.4
2305,2020-10-05 01:00:00,1.0,3.0,0.0,1.0,60.04345454545455,107287.8,534798.598181818,156181070.37272727,0,0,26.5
2306,2020-10-05 02:00:00,1.0,3.0,0.0,1.0,60.03015384615385,114026.06153846152,534906.2294871795,164640854.275,0,0,26.5
2307,2020-10-05 03:00:00,1.0,3.0,0.0,1.0,59.977999999999994,109776.78333333333,535021.2366666666,164640819.98000002,0,0,25.1
2308,2020-10-05 04:00:00,1.0,3.0,0.0,1.0,60.008833333333335,67857.4,535110.2133333333,164640555.87166667,0,0,23.0
2309,2020-10-05 05:00:00,1.0,3.0,0.0,1.0,60.00083333333333,106764.75,535194.8716666666,161061596.90333334,0,0,23.1
2310,2020-10-05 06:00:00,1.0,3.0,0.0,1.0,59.98265151515152,110497.82878787878,535304.9563636364,148371928.15439394,0,0,23.7
2311,2020-10-05 07:00:00,1.0,3.0,0.0,1.0,59.98880303030304,105750.26818181819,535414.8154545454,164640766.95,2,0,24.3
2312,2020-10-05 08:00:00,1.0,3.0,0.0,1.0,59.988545454545466,109438.55,535525.6706060605,171799021.575,2,0,24.8
2313,2020-10-05 09:00:00,1.0,3.0,0.0,1.0,60.00233333333333,94954.55,535629.4366666668,150324096.46166667,2,0,25.2
