,lastReportTime,p_sum,weekend,session,ae_tot,Temp(¢J)
2041,2020-09-24 01:00:00,77291.25127937511,0,0,518153.4584905661,26.1
2042,2020-09-24 02:00:00,89295.2800672539,0,0,522361.1600000001,25.9
2043,2020-09-24 03:00:00,100601.69870361753,0,0,522497.2616666667,25.8
2044,2020-09-24 04:00:00,109880.61241702276,0,0,514089.0440677965,25.9
2045,2020-09-24 05:00:00,117022.74888888423,0,0,517264.13166666654,25.9
2046,2020-09-24 06:00:00,116475.31707070244,0,0,522846.9916666666,26.0
2047,2020-09-24 07:00:00,109045.39863159436,0,2,522986.69666666654,26.2
2048,2020-09-24 08:00:00,100049.34711644285,0,2,523123.02666666656,26.5
2049,2020-09-24 09:00:00,88759.43044977619,0,2,522807.93389830523,25.8
2050,2020-09-24 10:00:00,83476.54256394687,0,2,523800.2464285714,25.9
2051,2020-09-24 11:00:00,72757.29396229338,0,2,523416.3349999999,26.3
2052,2020-09-24 12:00:00,60839.082525343234,0,2,523473.83666666655,27.1
2053,2020-09-24 13:00:00,49029.43438262575,0,3,523516.46166666655,26.1
